Organization,Address,Reviewer,Review Title,Review,Review Count,Helpful Count,Restaurant Count,Location,Rating Date,Rating
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,marissaanneg,An absolute disgrace! Wouldn't take my dog here!!!,This place is severely over-rated. Firstly the bouncer wouldn't let me into the side entrance into the hotel. Don't ask me why. People were coming out of the entrance. It must have something to do with bouncer brain capacity! We made a point of ordering our starters and asking them to come out first. We then ordered our main meals....   More,19,1,17,Coogee  Randwick,1 week ago,1
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Andrew S,Could be amazing but...,Such a nice location and stylishly furnished. Too bad the staff have a terrible customer service skills and the food is average. Not somewhere I would bother coming back to on another Sydney trip or recommend to others.,3,0,3,Coogee  Randwick,2 weeks ago,2
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Julie M,Disappointing,Below average meal and overall disappointing experience. Haven't been here for a while but the standard has definitely slipped. Great location so I'm hoping things get back to the way they were.,2,0,0,Rozelle  Sydney,3 weeks ago,1
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,raclarke,Dirty hotel,I visited the Clovelly Hotel last night with friends  the first time in 3 years  for dinner. I found the hotel very dirty all over  eg the carpet was very stained  the walls were very dirty everywhere  the unisex toilets were unpleasant to visit  with drunk men coming in and spilling beer over the floor whilst I was walking into...   More,3,0,0,Sydney  New South Wales,4 weeks ago,1
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,OceanMantra,Garbage meal,I hadn't been for some time and the food was disgraceful. Everything came at the one time and it was all cold. Never go here. It was absolute garbage and they should be ashamed of themselves for serving slop like this. Pigs wouldn't eat this crap!,29,9,21,Sydney  New South Wales,2 January 2016,1
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,jedsweeney92,Great potential lost on poor service,Group of 16 for midweek lunch and our mixture of kids and adult meals came out 1.5 hours after ordering with errors and in general it is not somewhere we'd rush back to. Some dishes tasted great but overall this lovely location and venue is being wasted by management and staff by ordinary service.,4,5,3,Sydney  New South Wales,1 January 2016,2
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Nick M,Incredibly disappointed,I had a terrible experience at the Clovelly hotel. I was here midweek for a friend's birthday and we ended up asking for a refund and walking out. One of us received their meal within 2 minutes and it was cold. Several other received their food and chips were cold. Another 2 had to ask for a refund after waiting...   More,4,1,4,Stanmore  Sydney,30 December 2015,1
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Chris J,Cold and tasteless,Both my friend and I ordered the 12hr rib burger with coleslaw and chips. The burger lacked any flavour of smoked ribs and it was stone cold. The chips were cold as well. For a $20 burger at least make it hot. Won't be back in a hurry. We also ordered two schooners of lemon lime and bitters and wasn't...   More,44,17,27,Newtown  Sydney,12 December 2015,1
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Kim R,Maybe Sonny Bill Had a Better Time ?,Have been to the Cloey on many an occasion and seen both bistro & ownership change a few times (lots !) The present set up isn't bad   the wait can be long but as long as it's nice day   who really cares   the prices are fair and apart from some Eastern Suburb posers the place is good... read more,4,1,4,Sydney Australia,August 15  2015,3
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,366jmc2015,lack of communication,First an email to query accommodation vacancy through website link  plus two follow up phone calls  no answer to any of this. Then phone calls  no answer on land line. Eventually did get through  put on hold which timed out and I was hung up on. Would not recommend if this is the level of care and attention for just...   More,23,10,12,Coogee  Randwick,October 27  2015,1
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Skeney57,Nice but noisy!,The food was yummy but the band playing adjacent to the bistro made conversation impossible. Our meals arrived promptly and were enjoyed by all.,902,409,230,Coogee  Randwick,August 30  2015,4
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,upinair,Maybe Sonny Bill Had a Better Time ?,Have been to the Cloey on many an occasion and seen both bistro & ownership change a few times (lots !) The present set up isn't bad   the wait can be long but as long as it's nice day   who really cares   the prices are fair and apart from some Eastern Suburb posers the place is good...   More,20,20,7,Coogee  Randwick,August 15  2015,3
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,johnofsydney,So disappointing!,I visited this well known pub for a nice lunch on a Sunday afternoon. The hotel was quite busy  so I took this as a good sign in anticipation of a good meal. Well  I queued for 20 mins to order. There seemed to be a lot of customers who hadn't decided what they wanted by the time they got...   More,32,21,20,Rozelle  Sydney,August 5  2015,1
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,abcarlaw,Good service,Went to the clovelly hotel with a group. It was my first time there and while the hotel looks great  the service at the bar  and especially the restaurant were above anything experienced at similar hotels. And the chicken schnitzel was terrific  especially for $15! Only down side is the I Unisex toilets. I am a male and felt a...   More,37,6,13,Sydney  New South Wales,August 2  2015,4
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,LZSR,Sundays at the Cloey,I used to visit the Cloey every Sunday for dinner and dancing. Thoroughly good night every time and often a big crowd enjoying themselves too.,91,58,67,Sydney  New South Wales,July 25  2015,4
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,blueflag08,surprisingly BAD,Came with such high expectations. the atmosphere is wonderful  but if you order a glass of pino gris and get a rose then the staff are not on on the ball  are they??! Food was sadly  very very disappointing. We ordered shared plates (perhaps this was the issue?) And honestly - steer clear of the squid - there is more...   More,320,173,150,Sydney  New South Wales,July 10  2015,1
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Wayne S,Not prepared for the day,I came here for Anzac day. Whilst they have a great location and a great venue  they were understaffed for one of the biggest days of the year. Way too many people crammed into the venue and it tooks ages to get a drink. Not only was there not enough staff but the staff they had seemed to be in...   More,6,0,3,Stanmore  Sydney,June 16  2015,3
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,TravelBug2811,Local Pub in Clovelly Sydney,Caught up with a family member that I have not seen for many years the atmosphere was relaxing and friendly. The range of food was excellent and even manages to meet the needs of two teenage kids who have fussy palates The cost was just a little more than I would have expected for a pub feed but the food...   More,68,22,33,Newtown  Sydney,May 19  2015,4
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,dilligaf53,How & why does this venue receive tourist awards for their grubby accommodation??.?,The accommodation is dire  and I fail to understand why on earth these people get awarded tourism merits !!! Some of my family also made the mistake of staying here sometime last year. But to hit the nail on the head  RHD235's review hits the spot! The restaurant service { well  cafe is a... read more,214,190,70,UK,April 20  2015,3
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,surfdiveash,How & why does this venue receive tourist awards for their grubby accommodation??.?,The accommodation is dire  and I fail to understand why on earth these people get awarded tourism merits !!! Some of my family also made the mistake of staying here sometime last year. But to hit the nail on the head  RHD235's review hits the spot! The restaurant service { well  cafe is a more appropriate term....} as you can't...   More,2,3,0,Coogee  Randwick,April 20  2015,3
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Wanderlust09141989,Awful Awful place - DON'T GO!,My friends were visiting from the States  so we walked up to the Cloey from home. We approached the front door and the Roided up bouncer told my friend she had had enough to drink and wasn't allowed in. She hadn't drank anything but had a plastic cup in her hand  which he assumed was alcohol. What an embarrassment for...   More,5,6,0,Coogee  Randwick,March 10  2015,1
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,RHD235,TERRIBLE SERVICE and overpriced,Pros: Cute Neighborhood/location Cons: Terrible service Overpriced  mediocre food Rude staff Unfriendly towards foreigners I recently visited the a Clovelly Hotel while visiting friends--BIG MISTAKE!!! The hotel security made inappropriate comments towards me that would warrant immediate dismissal. It's also pretty clear that this restaurant does not value its customers--long waits  mediocre food  overpriced menus  and poor service. There are...   More,1,4,0,Coogee  Randwick,March 5  2015,1
