Organization,Address,Reviewer,Review Title,Review,Review Count,Helpful Count,Restaurant Count,Location,Rating Date,Rating
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,LisaSydney,rated 0,bought a voucher from scoopon . as was visiting from Adelaide...Biggest waste of money and a rip off..Never answered the phone or our emails even when we went in there to book they were rude....Gave it to a friend who lives in sydney he could not get throught other vouchers were no probs but this place....I have taken my family...   More,96,42,41,Sydney  New South Wales,16 October 2012,1
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,TheGirls08,Surprising,Went with friends using a voucher. We were pleasantly surprised with the amount and quality of food we received. Normally with some of these vouchers  you are thrown out the back somewhere and given a restricted menu. We were given our pick of the menu without exclusions. The staff were friendly and went out of their way to make our...   More,96,50,48,Sydney  New South Wales,26 September 2012,4
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,Bill H,EXTREMELY DISAPPOINTING AND EMBARRASSING MEAL,Firstly  the meal I am reviewing was with two Groupon vouchers for my group of 8 lovely ladies  all you can eat tapas plus a glass of wine: 6 for $99 ($405 value) and 2 for $39 ($139 value). The vouchers advertised choices were: - Bread and olives - Rosemary and garlic potato - Antipasto - Bruschetta with tomato...   More,39,21,22,Sydney  New South Wales,22 August 2012,1
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,kirsty w,Give Lime at KIng St Wharf a BIG Miss,Four of us went there recently in response to an advertisement. The menu was very limited and did not include some of the advertised specials such as lamb skewers. There was no drinks list. Nobody knew the price of a bottle of wine we chose from the very limited selection. Service was poor. They served the food to the wrong...   More,2,8,0,Sydney  New South Wales,21 August 2012,1
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,GoodAppetite88,obnoxious staff  apalling menu and food,I had purchased a Groupon voucher for an all you can eat tapas and 2 glasses of wine (I will be getting a refund from groupon). We turned up at the restaurant and told them we ad made a booking - no booking had been noted  the obnoxious girl who greeted us then continued to argue with me that i...   More,1,0,0,Sydney  New South Wales,1 August 2012,1
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,hayley101,Obnoxious staff  vile food  limited/nil menu choice,We were told that we had not booked and were asked to show proof of our booking before we were given a table (the restaurant was NOT full by any means). They did in fact have our booking but had to phone another member of staff to confirm - we got no apology. We sat down to be given a...   More,29,11,5,Sydney  New South Wales,31 July 2012,1
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,kerokong,Shocking service  nice food,This is the first restaurant we visited after arriving in Sydney from the UK (14 July 2012). A 24 hour journey brought us here as it was close to our hotel. I'm disgusted by the service. Sat for 10 mins at a dirty table before a waitress came over (only half full with customers). Only one beer on offer. Gave...   More,2,2,0,Bromsgrove  United Kingdom,14 July 2012,1
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,Tigerlily714,Lift your game,First day - breakfast was good and timely. Second day - breakfast was average  service was appalling  and the printer was down  so no charge to room available.,46,22,17,Melbourne  Australia,April 23  2012,3
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,WorldTravellor_7,Great spot!,Lovely open air restaurant - people were lovely. we had breakfast here twice  but I bet all the food is good!,56,20,11,Sydney  New South Wales,April 26  2012,5
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,mousey84,Lift your game,First day - breakfast was good and timely. Second day - breakfast was average  service was appalling  and the printer was down  so no charge to room available.,178,56,63,Sydney  New South Wales,April 23  2012,3
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,BlayneyDave,could be a winner,great food and atmosphere  service just a little slow....close to being fantastic!,61,40,11,Sydney  New South Wales,April 18  2012,3
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,moonpup,No Idea About Service!!,After we had waited for half an hour for our breakfast we finally enquired only to find out they had lost the order - these people are very inexperienced operators or just don't care - anyway we left and will never return.,18,16,7,Sydney  New South Wales,April 9  2012,1
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,Carmel J,Great cafe close to hotel,We had a breakfast for friends and family after the wedding the night before  service was fantastic  staff super friendly and helpful. Would highly recommend.,7,2,5,Sydney  New South Wales,March 29  2012,4
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,SquintyMaginty,buyer beware,my associate and I tried several times to book via phone here  took a chance and arrived at restaurant on monday night with a groupon voucher  very rude little manager man sent us away unfed because we had a voucher  the restaurant is obviously desperate for customers for them to need to have vouchers and we were happy to help...   More,26,12,7,Sydney  New South Wales,February 28  2012,1
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,Jomax100,Great place to eat.,Situated right at the Medina Grand Harbourside  it was a convenient place to eat and hang out. Also  very friendly service  good food and coffees.,41,31,12,Sydney  New South Wales,February 24  2012,5
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,the_mcguigans,A Good Deal,Not being familiar with the area  it took us some time to find the cafe. Once we did  we were made to feel welcome  our voucher accepted and our order taken. The servings were generous  well presented and very tasty and the voucher offered excellent value. Our only complaint is that the floor staff appeared to be under pressure and...   More,100,66,22,Sydney  New South Wales,February 22  2012,4
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,michellejeanette,Very pleasant,We were staying at the adjacent hotel. We had been bouncing aorund the city but for the last night we "stayed-in". Great supper  not too busy. We enjoyed it,167,117,35,Boston  Massachusetts,February 18  2012,4
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,cmchi,Food is nice,I had muesli fruit and yoghurt for breakfast  $10. There is smoking allowed on the outside tables  and of course it comes inside too. My partner's side order of mushrooms didn't appear  but were eventually brought out. Inexperienced wait staff  but otherwise fine.,30,19,14,Adelaide SA,January 1  2012,3
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,buffie46,Great way to end Australia Day,We needed a very late dinner after the amazing fireworks on Darling Harbour. Lime was still open for business and we were staying at the ajoining Medina Grande apartments so gave it a go. They slide back the window shutters on hot nights and it is great to sit near a window and watch the crowds go by. I had...   More,240,172,113,Sydney  New South Wales,January 29  2012,5
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,packaporte,Very Tasty Food  Great Service!,Great Bruschetta  Lovely Semi Fredo! Good service  partial waterviews.,34,23,12,Sydney  New South Wales,January 26  2012,5
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,brian T,Food is nice,I had muesli fruit and yoghurt for breakfast  $10. There is smoking allowed on the outside tables  and of course it comes inside too. My partner's side order of mushrooms didn't appear  but were eventually brought out. Inexperienced wait staff  but otherwise fine.,11,4,4,Sydney  New South Wales,January 1  2012,3
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,ladyloch,value for money,Didn't like the smoking and deisel smells from tour buses but the food portions were generous and well prepared,54,31,17,Sydney  New South Wales,November 12  2011,4
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,TheGirls08,We enjoyed eating here,We stayed at the attached hotel and had breakfast here each morning. The staff were friendly and efficient and we enjoyed the food and the serving sizes were ideal. We ate here one night with a voucher deal and we were very happy with our choices. The menu hasnt a huge variety of options but what you get is good.,96,50,48,Sydney  New South Wales,November 9  2011,4
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,TeamTas10,Delicious food !!,Have eaten here at Lime Cafe twice now  both with $49 internet vouchers for a three course meal. First was a weeknight (Tuesday) dinner in June where we pre-booked over the phone no problem and the cafe was almost empty. Second occasion was a recent Saturday lunch. When I called to book for lunch a week in advance  I was...   More,52,47,8,Sydney  New South Wales,October 27  2011,4
Lime cafe,55 Shelley Street Sydney New South Wales 2000 Australia,calekids,Great value!,We had a Spreets voucher for here and absolutely loved it! We will definitely be back whenever we are in Sydney. Service was excellent and fast and the food was fantastic. Dishes were large and tasty and the menu had enough variety that most people could easily find something they'd love. We will definitely be back :),39,19,17,Sydney  New South Wales,October 16  2011,5
